carat,cut,color,clarity,price,stra.index
2.04,Premium,H,SI2,14184,4
1.55,Ideal,F,VS2,14185,5
2.35,Premium,I,SI1,14185,4
1.54,Premium,F,VS2,14188,4
1.71,Premium,E,SI1,14190,4
1.68,Very Good,G,VS2,14192,3
1.2,Premium,E,VVS1,14192,4
2.5,Fair,G,SI2,14194,1
1.3,Premium,F,VVS1,14196,4
1.5,Ideal,F,VS2,14199,5
1.5,Ideal,F,VS2,14199,5
1.5,Premium,F,VS2,14199,4
2,Premium,I,SI2,14199,4
2,Fair,H,VS1,14199,1
1.5,Premium,F,VS2,14199,4
1.5,Premium,F,VS2,14199,4
1.64,Premium,G,VS2,14201,4
1.51,Very Good,D,VS2,14205,3
2,Fair,G,SI2,14208,1
2,Premium,I,SI2,14208,4
2.51,Good,I,SI2,14209,2
2.02,Premium,I,SI2,14211,4
1.53,Premium,G,VS1,14214,4
2.3,Ideal,H,SI2,14215,5
1.52,Very Good,F,VS2,14217,3
2.28,Good,J,SI1,14220,2
1.55,Ideal,F,SI1,14220,5
3.01,Premium,G,SI2,14220,4
2.05,Premium,J,VS1,14224,4
1.66,Premium,D,SI1,14224,4
2.1,Very Good,J,VS2,14229,3
1.4,Ideal,G,VVS2,14231,5
1.5,Premium,G,VS1,14234,4
1.5,Premium,G,VS1,14234,4
1.36,Very Good,D,VVS2,14236,3
1.64,Premium,E,SI1,14236,4
1.56,Ideal,G,VS2,14237,5
2.02,Premium,I,VS1,14238,4
2.03,Very Good,I,SI2,14239,3
2.02,Premium,I,SI1,14240,4
1.69,Premium,F,VS2,14242,4
1.5,Ideal,F,VS2,14242,5
1.5,Very Good,F,VS2,14242,3
1.85,Ideal,I,VVS2,14245,5
1.51,Ideal,F,VS2,14247,5
1.51,Premium,F,VS2,14247,4
2.27,Good,H,SI2,14249,2
2.51,Good,G,SI2,14251,2
1.5,Very Good,E,VS2,14256,3
1.5,Very Good,E,VS2,14256,3
2.23,Premium,J,SI1,14258,4
1.7,Ideal,H,VS1,14266,5
2.16,Good,I,VS2,14266,2
2.14,Ideal,I,SI2,14267,5
1.56,Premium,G,VS1,14268,4
1.7,Very Good,H,VVS2,14275,3
2.2,Ideal,I,SI2,14277,5
2.18,Ideal,F,SI2,14277,5
1.54,Ideal,G,VS1,14278,5
2.01,Premium,F,SI2,14279,4
1.5,Ideal,F,VS2,14281,5
1.53,Very Good,E,VS2,14282,3
1.57,Ideal,G,VS2,14283,5
2.22,Good,I,SI2,14285,2
1.71,Ideal,H,VS2,14292,5
1.52,Premium,G,VS1,14293,4
1.51,Premium,F,VS2,14294,4
1.51,Ideal,F,VS2,14294,5
1.51,Premium,F,VS2,14294,4
1.51,Premium,F,VS2,14294,4
1.51,Premium,F,VS2,14294,4
1.52,Very Good,D,SI1,14295,3
2.06,Very Good,I,SI2,14298,3
2.21,Premium,H,SI2,14299,4
1.26,Ideal,E,VVS2,14300,5
1.2,Ideal,F,IF,14300,5
1.51,Premium,E,VS2,14300,4
1.72,Premium,F,SI1,14300,4
1.5,Ideal,H,VVS1,14304,5
1.58,Very Good,F,VS2,14308,3
1.87,Very Good,H,SI1,14308,3
2.03,Ideal,E,SI2,14308,5
1.71,Premium,E,SI1,14319,4
2,Premium,H,SI1,14319,4
2.14,Ideal,I,SI2,14321,5
2,Ideal,J,VS2,14323,5
2.16,Premium,J,SI1,14328,4
1.64,Premium,G,VS2,14330,4
2.02,Premium,J,VS2,14330,4
1.51,Premium,F,VS2,14334,4
1.51,Very Good,E,VS2,14338,3
2,Very Good,H,SI2,14340,3
2.7,Very Good,H,SI2,14341,3
1.61,Ideal,G,VS1,14341,5
2.02,Premium,I,SI2,14341,4
1.53,Premium,G,VS1,14344,4
2.25,Ideal,H,SI1,14348,5
2.02,Premium,I,SI2,14350,4
2.28,Good,J,SI1,14350,2
2.55,Premium,I,SI2,14351,4
1.5,Premium,F,VS2,14352,4
1.66,Premium,D,SI1,14354,4
1.75,Very Good,H,VS1,14359,3
2.14,Ideal,G,SI2,14359,5
2.1,Premium,J,VS2,14359,4
1.5,Very Good,G,VVS1,14361,3
2.27,Premium,I,SI1,14362,4
2.01,Premium,H,SI2,14364,4
2.01,Ideal,H,SI2,14364,5
1.5,Very Good,D,VS2,14368,3
1.5,Premium,F,VS2,14372,4
1.5,Premium,F,VS2,14372,4
1.5,Ideal,F,VS2,14372,5
1.51,Premium,G,VS1,14375,4
1.51,Premium,G,VS1,14375,4
1.51,Ideal,G,VS1,14375,5
1.85,Ideal,I,VVS2,14375,5
1.6,Very Good,G,VS2,14383,3
1.86,Very Good,H,SI1,14383,3
2.09,Ideal,H,SI1,14383,5
1.55,Very Good,G,VS1,14386,3
1.62,Ideal,F,VS1,14386,5
1.5,Premium,E,VS2,14386,4
1.5,Premium,E,VS2,14386,4
1.5,Premium,E,VS2,14386,4
2.15,Ideal,I,SI2,14388,5
1.52,Premium,F,VS2,14388,4
2.1,Premium,I,VS2,14394,4
1.75,Ideal,I,VVS2,14394,5
2.14,Good,H,SI1,14395,2
2.35,Premium,J,VS1,14399,4
1.62,Very Good,F,VS2,14400,3
2.01,Fair,J,VS1,14402,1
2,Very Good,J,VS2,14403,3
1.63,Very Good,G,VS1,14404,3
2,Premium,D,SI2,14406,4
1.12,Ideal,E,VVS1,14407,5
2.2,Ideal,H,SI2,14408,5
1.97,Premium,F,SI2,14410,4
2.05,Premium,J,VS1,14411,4
1.52,Very Good,F,VS2,14412,3
1.22,Ideal,E,VVS2,14414,5
1.72,Premium,H,VS1,14414,4
1.51,Ideal,F,VS2,14414,5
1.51,Very Good,D,VS2,14416,3
2.22,Ideal,I,SI2,14416,5
2.54,Ideal,G,SI2,14421,5
1.52,Premium,G,VS1,14424,4
1.52,Premium,G,VS1,14424,4
2.01,Good,H,SI2,14426,2
2.01,Very Good,H,SI2,14426,3
1.71,Good,D,SI1,14426,2
1.52,Ideal,D,SI1,14426,5
2.01,Premium,I,SI2,14428,4
2.06,Ideal,I,SI2,14428,5
1.26,Ideal,E,VVS2,14429,5
1.43,Ideal,E,VVS2,14429,5
2,Fair,H,SI1,14430,1
1.2,Ideal,F,IF,14430,5
1.54,Very Good,G,VS1,14433,3
1.54,Premium,G,VS1,14438,4
2.01,Premium,I,SI2,14444,4
1.7,Good,G,VS1,14445,2
1.62,Premium,G,VS1,14447,4
1.58,Premium,G,VS1,14451,4
2.14,Good,I,SI2,14452,2
2.14,Ideal,I,SI2,14452,5
2.17,Premium,H,SI1,14452,4
1.58,Premium,E,VS2,14453,4
1.65,Ideal,G,VS2,14456,5
2.08,Premium,H,SI2,14462,4
1.51,Premium,F,VS2,14465,4
1.6,Ideal,G,VS2,14474,5
2.07,Premium,H,SI1,14476,4
2.04,Very Good,I,SI2,14477,3
1.73,Good,E,SI1,14479,2
1.51,Very Good,F,VS1,14481,3
1.51,Ideal,E,VS2,14482,5
1.52,Ideal,G,VS1,14482,5
1.51,Premium,E,VS2,14482,4
1.51,Very Good,E,VS2,14482,3
1.51,Ideal,G,VS2,14482,5
1.51,Ideal,G,VS2,14482,5
1.51,Ideal,E,VS2,14482,5
1.53,Premium,F,VS2,14483,4
1.5,Premium,F,VS2,14486,4
2.06,Premium,I,SI1,14488,4
1.94,Very Good,I,VS2,14489,3
2.14,Premium,H,SI1,14490,4
1.04,Ideal,D,IF,14494,5
1.58,Ideal,F,SI1,14495,5
2.02,Very Good,H,SI2,14498,3
1,Ideal,D,VVS1,14498,5
2.29,Ideal,J,SI2,14500,5
2.5,Ideal,J,SI2,14502,5
2.01,Premium,F,SI1,14502,4
2.01,Premium,H,SI1,14502,4
2.01,Premium,E,SI2,14502,4
2.12,Ideal,J,SI1,14503,5
2.06,Ideal,I,SI2,14505,5
1.51,Premium,G,VS1,14507,4
1.51,Ideal,G,VS1,14507,5
1.51,Premium,G,VS1,14507,4
2.15,Ideal,I,SI2,14519,5
1.13,Ideal,E,VVS1,14525,5
2.04,Very Good,I,SI2,14527,3
2.04,Very Good,J,VS1,14527,3
1.5,Very Good,E,VS2,14527,3
1.54,Ideal,E,VS2,14529,5
2.15,Ideal,I,SI1,14534,5
2.01,Ideal,I,SI1,14540,5
1.51,Ideal,G,VS1,14542,5
1.51,Ideal,G,VS1,14542,5
1.51,Premium,G,VS1,14542,4
1.97,Premium,F,SI2,14542,4
2.51,Premium,H,SI2,14543,4
2.51,Premium,H,SI2,14543,4
1.52,Premium,F,VS2,14544,4
1.82,Very Good,F,SI1,14545,3
2.03,Ideal,I,SI1,14548,5
2.14,Very Good,J,SI1,14556,3
2.01,Premium,H,SI2,14558,4
2.01,Ideal,I,SI1,14558,5
2.01,Premium,I,SI1,14558,4
1.77,Very Good,D,SI1,14561,3
1.5,Good,E,VS2,14565,2
2.02,Premium,E,SI2,14574,4
2.02,Premium,H,SI1,14574,4
1.52,Premium,E,VS2,14577,4
1.54,Premium,F,VS2,14578,4
2.03,Ideal,J,VS1,14579,5
1.98,Ideal,I,SI1,14581,5
1.98,Ideal,I,SI1,14581,5
2.09,Premium,H,SI2,14581,4
1.11,Ideal,D,VVS1,14584,5
1.5,Premium,F,VS2,14586,4
2.03,Premium,J,VS1,14588,4
1.5,Very Good,E,VS2,14592,3
1.34,Ideal,E,VVS2,14593,5
2.2,Ideal,J,SI1,14593,5
1.65,Ideal,G,VS2,14593,5
2.01,Good,I,SI1,14597,2
2.3,Very Good,I,SI2,14603,3
1.95,Very Good,H,SI1,14603,3
1.7,Ideal,H,VVS1,14603,5
2.04,Premium,I,SI2,14605,4
1.7,Premium,F,SI1,14611,4
0.31,Ideal,F,VS1,642,5
0.31,Ideal,F,VS1,642,5
0.3,Very Good,F,VS2,642,3
0.31,Ideal,G,VS1,642,5
0.33,Very Good,G,VS1,643,3
0.37,Ideal,D,SI1,643,5
0.33,Good,F,VS2,643,2
0.36,Premium,D,SI2,643,4
0.34,Ideal,I,VS1,643,5
0.3,Very Good,G,VS2,644,3
0.38,Very Good,F,SI2,644,3
0.4,Very Good,E,SI2,644,3
0.32,Very Good,D,SI1,644,3
0.4,Ideal,E,SI2,644,5
0.36,Ideal,F,SI1,644,5
0.4,Fair,D,SI1,644,1
0.33,Ideal,E,SI1,644,5
0.35,Very Good,D,SI1,644,3
0.35,Premium,D,SI1,644,4
0.35,Premium,D,SI1,644,4
0.34,Good,D,VS2,644,2
0.35,Ideal,D,SI1,644,5
0.35,Very Good,D,SI1,644,3
0.35,Ideal,D,SI1,644,5
0.35,Ideal,D,SI1,644,5
0.35,Premium,D,SI1,644,4
0.35,Very Good,D,SI1,644,3
0.35,Ideal,D,SI1,644,5
0.35,Ideal,D,SI1,644,5
0.35,Ideal,D,SI1,644,5
2.11,Premium,I,SI2,14615,4
1.51,Ideal,G,VVS2,14616,5
1.35,Ideal,G,IF,14616,5
1.5,Ideal,E,VS2,14618,5
2.02,Very Good,I,VS2,14620,3
1.7,Ideal,E,SI1,14623,5
1.58,Ideal,G,VS1,14624,5
2.17,Very Good,H,SI2,14625,3
1.04,Ideal,D,IF,14626,5
2.06,Premium,E,SI2,14634,4
2.01,Very Good,I,SI2,14637,3
2.03,Ideal,G,SI1,14637,5
2.22,Ideal,G,SI2,14637,5
2.11,Ideal,J,VS2,14638,5
1.5,Very Good,E,VS2,14639,3
2.03,Fair,H,SI1,14646,1
2.03,Very Good,E,SI2,14646,3
2.38,Premium,G,SI2,14648,4
1.54,Ideal,G,VS1,14650,5
2.5,Fair,J,SI2,14652,1
1.51,Good,F,VVS2,14654,2
1.51,Good,G,IF,14654,2
2.53,Premium,H,SI2,14659,4
2.04,Premium,J,VS1,14660,4
2.04,Premium,I,SI2,14660,4
2.22,Premium,I,VS2,14662,4
1.26,Premium,D,VVS2,14663,4
2.32,Premium,J,SI2,14666,4
2.32,Premium,J,SI2,14666,4
1.11,Ideal,D,VVS1,14667,5
1.51,Very Good,F,VS1,14673,3
1.51,Ideal,G,VS1,14674,5
1.51,Ideal,G,VS1,14674,5
1.51,Ideal,G,VS1,14674,5
1.51,Premium,G,VS1,14674,4
1.5,Premium,D,VS2,14675,4
1.52,Very Good,D,VS2,14680,3
1.51,Premium,F,VS2,14683,4
2.03,Fair,G,SI2,14687,1
2.2,Ideal,G,SI2,14691,5
2.16,Ideal,J,SI1,14691,5
1.52,Ideal,G,VS2,14692,5
1.52,Very Good,D,VS2,14698,3
1.53,Premium,G,VS1,14699,4
2.09,Very Good,I,SI2,14704,3
1.51,Good,E,VS2,14709,2
1.51,Very Good,E,VS2,14709,3
1.51,Premium,E,VS2,14709,4
1.51,Premium,E,VS2,14709,4
2.33,Premium,J,SI1,14711,4
2.02,Very Good,I,SI2,14715,3
2.16,Very Good,J,SI1,14715,3
2.54,Premium,H,SI2,14717,4
1.5,Premium,F,VS2,14719,4
2.03,Good,H,SI2,14720,2
1.66,Ideal,H,IF,14724,5
2.01,Very Good,H,SI1,14725,3
2.01,Ideal,H,SI1,14725,5
2.43,Premium,I,SI2,14727,4
1.71,Premium,H,VVS2,14731,4
2.23,Very Good,J,VS2,14732,3
1.51,Ideal,G,VS1,14733,5
2.18,Very Good,I,SI2,14735,3
1.24,Ideal,D,VVS2,14737,5
2.11,Very Good,I,SI1,14740,3
2.3,Ideal,G,SI2,14744,5
2.01,Good,G,SI2,14745,2
1.5,Premium,E,VS2,14745,4
2.58,Very Good,D,SI2,14749,3
1.82,Premium,H,VS2,14749,4
2.06,Fair,J,VS1,14750,1
1.51,Ideal,G,VVS2,14750,5
2.01,Premium,I,SI1,14752,4
1.5,Ideal,F,VS2,14759,5
2,Premium,I,VS2,14763,4
2,Very Good,E,SI2,14763,3
2.02,Ideal,J,VS2,14766,5
2.01,Very Good,H,SI2,14768,3
1.51,Premium,D,VS2,14773,4
2.04,Premium,I,SI1,14775,4
2.55,Good,H,SI2,14775,2
1.74,Ideal,F,SI1,14775,5
2.25,Very Good,H,SI2,14775,3
2.04,Ideal,I,SI1,14775,5
1.62,Ideal,G,VS2,14777,5
1.51,Ideal,G,VS1,14779,5
1.52,Ideal,G,VS1,14787,5
1.7,Good,G,VS1,14787,2
1.5,Premium,E,VS2,14790,4
2.02,Premium,F,SI2,14790,4
2.01,Very Good,I,VS1,14792,3
2.02,Very Good,H,SI2,14795,3
2.01,Fair,G,SI2,14799,1
2.33,Very Good,J,VS2,14801,3
2.14,Ideal,J,VS2,14802,5
2.06,Premium,I,SI2,14803,4
2.04,Very Good,H,SI2,14810,3
2.01,Very Good,I,SI1,14811,3
2.01,Very Good,J,VS1,14812,3
2.01,Very Good,E,SI2,14813,3
1.8,Ideal,F,SI1,14814,5
1.51,Premium,F,VS2,14817,4
2.19,Very Good,I,SI1,14819,3
2.16,Very Good,H,SI2,14824,3
1.62,Premium,F,VS2,14826,4
2.31,Very Good,J,VS2,14830,3
1.61,Premium,F,VS2,14833,4
2.01,Ideal,H,SI1,14837,5
2.37,Premium,I,VS2,14837,4
2.09,Ideal,I,SI2,14838,5
1.21,Premium,D,VVS2,14841,4
1.5,Very Good,G,VVS1,14842,3
1.32,Very Good,F,IF,14842,3
1.51,Ideal,E,VS2,14844,5
1.51,Premium,E,VS2,14844,4
1.51,Premium,E,VS2,14844,4
1.51,Premium,E,VS2,14844,4
1.18,Ideal,E,IF,14847,5
1.41,Good,E,VVS2,14853,2
1.58,Premium,G,VVS2,14855,4
2.07,Ideal,I,SI1,14857,5
1.66,Ideal,H,IF,14859,5
1.7,Fair,G,VS2,14860,1
2.06,Premium,H,SI1,14863,4
1.71,Premium,H,VVS2,14866,4
2.23,Premium,J,VS2,14867,4
2.18,Ideal,I,SI2,14870,5
1.71,Premium,E,SI1,14882,4
2.04,Premium,H,SI1,14888,4
2,Good,I,VS2,14889,2
1.51,Ideal,E,VS2,14889,5
1.51,Very Good,E,VS2,14889,3
1.72,Premium,F,SI1,14892,4
1.71,Very Good,H,VVS2,14893,3
2.04,Premium,G,SI2,14900,4
1.79,Premium,H,VS1,14904,4
1.51,Very Good,E,VS1,14904,3
1.52,Ideal,F,VS2,14915,5
2,Premium,G,SI1,14918,4
2,Premium,G,SI1,14918,4
3,Good,J,SI2,14918,2
1.5,Premium,F,VS1,14918,4
2.06,Good,I,SI1,14920,2
1.5,Premium,E,VS2,14925,4
1.53,Very Good,E,VS1,14931,3
2.08,Premium,J,VS2,14933,4
2.07,Ideal,H,SI1,14935,5
1.41,Very Good,G,VVS1,14936,3
2.04,Good,F,SI2,14936,2
2.27,Premium,I,SI2,14937,4
1.51,Very Good,G,VVS2,14938,3
2.01,Premium,G,SI2,14939,4
2.04,Premium,H,SI2,14945,4
2.08,Premium,I,SI2,14947,4
2.01,Premium,E,SI2,14948,4
2.01,Fair,E,SI2,14948,1
1.82,Premium,H,SI1,14949,4
1.26,Premium,E,VVS1,14952,4
2.01,Good,H,SI2,14956,2
1.56,Ideal,G,VS1,14957,5
1.8,Ideal,I,VS1,14959,5
1.62,Premium,F,VS2,14961,4
1.8,Ideal,H,VS1,14968,5
2.01,Good,H,SI1,14968,2
2.47,Premium,I,SI2,14970,4
2,Good,J,VS1,14973,2
2.05,Premium,J,VS1,14973,4
2.43,Fair,G,SI2,14975,1
1.51,Very Good,F,VS1,14976,3
1.51,Ideal,G,VVS2,14982,5
2.06,Premium,I,SI2,14982,4
2.06,Premium,I,SI2,14982,4
2.01,Ideal,H,SI2,14998,5
2.01,Good,I,SI1,14998,2
1.6,Ideal,G,VS2,15000,5
1.54,Premium,E,VS2,15002,4
1.19,Ideal,F,VVS1,15005,5
2.1,Premium,I,SI1,15007,4
1.69,Ideal,D,SI1,15011,5
1.5,Very Good,G,VVS2,15013,3
1.73,Very Good,G,VS1,15014,3
2.02,Premium,G,SI2,15014,4
2.05,Very Good,F,SI2,15017,3
1.5,Very Good,F,VS1,15022,3
1.82,Very Good,G,SI1,15025,3
2,Very Good,I,VS2,15025,3
1.51,Ideal,E,VS2,15025,5
1.51,Premium,E,VS2,15025,4
1.24,Ideal,F,VVS1,15026,5
2.48,Fair,I,SI2,15030,1
2.8,Premium,I,SI2,15030,4
1.33,Ideal,F,VVS2,15031,5
2.19,Premium,I,SI2,15032,4
1.83,Ideal,H,SI1,15032,5
2.09,Premium,J,VS1,15035,4
2.1,Ideal,H,SI1,15035,5
2.07,Ideal,H,SI2,15036,5
2.01,Very Good,G,SI1,15038,3
2,Ideal,I,SI1,15043,5
2.06,Good,I,VS2,15046,2
2.22,Very Good,I,SI2,15047,3
1.5,Premium,D,VS2,15052,4
2,Very Good,I,SI1,15053,3
2.07,Premium,I,SI2,15055,4
1.54,Ideal,G,VVS2,15059,5
2.2,Premium,J,VS1,15064,4
2.02,Very Good,H,SI2,15064,3
2.08,Ideal,H,SI2,15065,5
2.08,Premium,I,SI1,15065,4
2.05,Premium,J,VS1,15067,4
2,Good,I,SI1,15072,2
2.33,Ideal,I,VS2,15073,5
2,Very Good,J,VVS2,15076,3
1.53,Very Good,F,VS1,15079,3
1.01,Good,D,IF,15081,2
1.01,Good,D,IF,15081,2
2,Very Good,I,SI1,15081,3
1.98,Very Good,I,VS2,15083,3
2.03,Very Good,I,VS1,15086,3
1.66,Good,G,VS2,15091,2
2.2,Ideal,I,VS1,15092,5
2.04,Very Good,G,SI2,15092,3
2,Ideal,I,SI2,15092,5
2.01,Good,E,SI1,15093,2
2.03,Premium,I,SI1,15095,4
2,Premium,H,SI1,15096,4
2.12,Premium,I,SI2,15097,4
1.7,Premium,D,SI1,15100,4
1.5,Premium,D,VS2,15102,4
1.7,Very Good,G,VS1,15102,3
2.01,Premium,G,SI1,15105,4
1.8,Ideal,H,VS1,15105,5
1.8,Ideal,H,VS1,15105,5
2.05,Premium,J,VS1,15109,4
1.51,Very Good,G,VVS2,15110,3
2.13,Premium,J,VS2,15110,4
1.59,Premium,E,VS2,15111,4
2.01,Ideal,I,SI1,15116,5
1.51,Ideal,G,VVS2,15118,5
2.07,Good,I,VS2,15119,2
2.35,Very Good,I,SI2,15122,3
2.16,Ideal,I,SI2,15124,5
2.01,Very Good,I,SI1,15126,3
2.08,Ideal,I,SI2,15132,5
1.4,Ideal,G,VVS1,15134,5
2.01,Premium,F,SI1,15134,4
1.53,Ideal,G,VVS2,15137,5
2.01,Very Good,I,SI1,15140,3
2.01,Ideal,I,SI1,15140,5
2.03,Ideal,H,SI2,15143,5
1.57,Ideal,G,VVS2,15144,5
2.01,Very Good,I,SI1,15145,3
2.01,Good,I,VS2,15147,2
2.01,Premium,G,SI2,15147,4
2.53,Premium,H,SI2,15148,4
1.73,Premium,G,VS1,15151,4
1.51,Fair,D,VS2,15152,1
1.5,Premium,F,VS1,15153,4
2.03,Very Good,I,SI1,15153,3
1.82,Premium,G,SI1,15162,4
1.51,Ideal,G,VVS2,15164,5
1.51,Premium,G,VVS2,15164,4
1.48,Good,G,IF,15164,2
2.16,Very Good,G,SI2,15166,3
2.19,Premium,I,SI2,15169,4
2.19,Premium,I,SI2,15169,4
2.09,Ideal,J,VS1,15172,5
2.1,Premium,G,SI2,15175,4
1.54,Premium,E,VS2,15178,4
2.22,Premium,I,SI2,15184,4
1.54,Premium,E,VS2,15185,4
2.01,Premium,J,VS1,15185,4
1.2,Ideal,E,VVS1,15185,5
2.01,Very Good,F,SI2,15188,3
1.62,Premium,G,VS1,15188,4
1.74,Ideal,I,VS1,15189,5
1.09,Ideal,E,IF,15193,5
1.72,Ideal,H,VS2,15197,5
1.54,Ideal,G,VVS2,15197,5
2.11,Premium,D,SI2,15198,4
2.2,Premium,J,VS1,15201,4
1.66,Ideal,H,VS1,15210,5
1.66,Ideal,H,VS1,15210,5
2,Premium,J,VVS2,15214,4
1.53,Premium,F,VS1,15217,4
2.04,Premium,G,SI1,15217,4
2,Ideal,I,SI1,15218,5
1.01,Very Good,D,IF,15219,3
4.01,Premium,I,I1,15223,4
4.01,Premium,J,I1,15223,4
1.54,Very Good,G,VVS2,15225,3
1.51,Ideal,F,VS2,15226,5
1.66,Very Good,G,VS2,15229,3
1.02,Premium,D,IF,15231,4
2.02,Ideal,J,VS1,15231,5
2.56,Good,J,SI2,15231,2
2.12,Premium,I,SI2,15235,4
2.2,Premium,I,SI2,15238,4
1.7,Premium,D,SI1,15238,4
1.52,Ideal,E,VS2,15239,5
0.35,Ideal,D,SI1,644,5
0.35,Ideal,D,SI1,644,5
0.35,Ideal,D,SI1,644,5
0.35,Premium,D,SI1,644,4
0.35,Good,D,SI1,644,2
0.38,Very Good,H,VS2,645,3
0.3,Very Good,D,VS1,645,3
0.36,Ideal,I,VVS1,645,5
0.38,Ideal,J,VS1,645,5
0.31,Ideal,G,VS1,645,5
0.31,Ideal,G,VS1,645,5
0.34,Premium,F,VS2,645,4
0.32,Ideal,F,VS2,645,5
0.32,Ideal,F,VS2,645,5
0.32,Ideal,G,VS1,645,5
0.32,Ideal,G,VS1,645,5
0.32,Ideal,G,VS1,645,5
0.32,Very Good,F,VS2,645,3
0.32,Very Good,G,VS1,645,3
0.32,Ideal,F,VS2,645,5
0.32,Ideal,G,VS1,645,5
0.32,Ideal,G,VS1,645,5
0.32,Ideal,F,VS2,645,5
0.32,Premium,G,VS1,645,4
0.32,Very Good,H,VVS2,645,3
0.32,Ideal,F,VS2,645,5
0.32,Premium,G,VS1,645,4
0.32,Good,F,VS2,645,2
0.32,Very Good,H,VVS2,645,3
0.32,Ideal,F,VS2,645,5
1.5,Premium,D,VS2,15240,4
1.91,Very Good,G,SI1,15241,3
2.07,Very Good,I,SI2,15245,3
2.5,Ideal,J,SI2,15246,5
1.62,Ideal,G,VS1,15246,5
1.36,Ideal,F,VVS1,15247,5
1.26,Ideal,F,VVS1,15247,5
2.41,Premium,H,SI2,15248,4
2,Very Good,I,SI1,15249,3
1.59,Premium,E,VS2,15249,4
1.52,Ideal,D,VS2,15252,5
1.51,Premium,F,VS2,15253,4
2.19,Ideal,I,SI2,15254,5
2.01,Good,E,SI2,15255,2
1.75,Very Good,E,SI1,15255,3
2,Ideal,I,SI1,15258,5
2.13,Ideal,J,VS2,15258,5
1.7,Very Good,G,VS2,15259,3
2.02,Good,F,SI2,15261,2
1.52,Very Good,G,VVS2,15265,3
2.03,Ideal,I,SI1,15272,5
1.53,Ideal,G,VVS2,15275,5
1.77,Premium,E,VS2,15278,4
1.51,Very Good,G,VVS1,15281,3
1.65,Ideal,G,VS1,15281,5
2.11,Ideal,I,SI1,15282,5
2.11,Fair,I,SI1,15282,1
2.25,Good,J,SI1,15287,2
2.13,Ideal,H,SI2,15288,5
2.03,Ideal,I,SI1,15291,5
2.05,Premium,G,SI1,15291,4
2.05,Premium,G,SI1,15291,4
1.5,Premium,F,VS1,15291,4
1.55,Ideal,E,VS2,15293,5
1.57,Ideal,G,VS1,15301,5
1.51,Premium,G,VVS2,15303,4
1.51,Ideal,G,VVS2,15303,5
1.02,Very Good,D,IF,15306,3
2.04,Ideal,I,SI1,15308,5
1.68,Very Good,F,VS2,15309,3
2,Very Good,H,SI2,15312,3
2,Premium,H,SI2,15312,4
2.24,Ideal,J,VS2,15316,5
1.54,Premium,E,VS2,15316,4
1.62,Ideal,G,VS2,15318,5
2.41,Premium,J,VS1,15320,4
2.08,Premium,I,SI2,15321,4
2.03,Premium,G,SI1,15322,4
2.31,Premium,J,SI1,15323,4
1.54,Premium,E,VS2,15323,4
2.51,Ideal,H,SI1,15324,5
2,Fair,E,SI1,15330,1
1.56,Very Good,G,VVS1,15334,3
2.02,Very Good,D,SI2,15334,3
2.01,Very Good,I,VS1,15335,3
1.5,Premium,F,VS1,15338,4
2.03,Good,I,SI1,15339,2
2.09,Premium,I,SI1,15339,4
1.52,Ideal,E,VS2,15348,5
2,Fair,F,SI2,15351,1
3.04,Very Good,I,SI2,15354,3
1.92,Very Good,E,SI2,15364,3
1.53,Premium,G,VVS2,15365,4
1.53,Ideal,G,VVS2,15365,5
2.29,Premium,G,SI2,15366,4
1.02,Premium,D,IF,15370,4
2.01,Good,I,SI1,15371,2
2.24,Premium,I,SI2,15375,4
1.27,Ideal,F,IF,15377,5
1.51,Ideal,F,VS1,15378,5
2.01,Premium,I,VS2,15379,4
2.2,Ideal,J,VS2,15384,5
1.7,Good,E,VS2,15385,2
1.36,Ideal,F,VVS1,15386,5
2.07,Premium,I,SI1,15392,4
2,Good,E,SI2,15393,2
2.06,Premium,I,VS1,15393,4
2.01,Good,D,SI2,15394,2
2.54,Very Good,I,SI2,15394,3
1.75,Premium,E,SI1,15394,4
1.54,Ideal,G,VS2,15395,5
2.01,Premium,H,VS2,15395,4
2.01,Ideal,H,VS2,15395,5
2.25,Premium,I,SI1,15397,4
2.04,Premium,E,SI2,15398,4
1.52,Premium,G,VVS2,15404,4
2.04,Very Good,I,SI1,15412,3
2.28,Premium,H,SI2,15413,4
1.54,Ideal,G,VVS2,15415,5
2.75,Premium,H,SI2,15415,4
2.14,Premium,I,VS2,15418,4
1.51,Good,G,VVS1,15420,2
1.51,Premium,G,VVS1,15420,4
2.2,Very Good,I,SI2,15424,3
1.55,Ideal,F,VS2,15426,5
1.61,Ideal,F,VS2,15426,5
1.61,Premium,F,VS2,15426,4
2.26,Premium,H,SI2,15428,4
2.47,Ideal,J,SI2,15430,5
2.3,Ideal,G,SI2,15433,5
1.51,Very Good,F,VS1,15440,3
1.5,Ideal,F,VS2,15444,5
1.54,Very Good,G,IF,15444,3
2,Very Good,H,SI2,15446,3
2.05,Ideal,J,VS1,15450,5
2,Ideal,H,VS2,15451,5
2,Premium,H,SI2,15451,4
2,Premium,H,SI2,15451,4
2.13,Very Good,G,SI2,15454,3
1.64,Ideal,F,VS2,15458,5
1.78,Premium,H,VS1,15460,4
1.59,Premium,F,VS2,15461,4
1.11,Ideal,E,IF,15464,5
2.18,Premium,J,VS2,15465,4
1.53,Very Good,G,VVS2,15466,3
2.01,Good,H,SI1,15467,2
